2.958351400000000021e-20 2.958351400000000021e-20 2.958351400000000021e-20 2.958351400000000021e-20 5.105840799999999862e-10 1.693320000000000078e-06 1.017429100000000054e-05 2.932624699999999908e-05 6.303053699999999347e-05 1.172325100000000002e-04 2.043460400000000009e-04 3.435936200000000180e-04 5.569775800000000172e-04 8.723559400000000441e-04 1.324787900000000103e-03 1.943093400000000040e-03 2.746405099999999974e-03 3.736818900000000131e-03 4.886353900000000271e-03 6.150258199999999661e-03 7.487453500000000421e-03 8.827588500000000532e-03 1.009858899999999983e-02 1.127139100000000040e-02 1.230261199999999923e-02 1.319323900000000070e-02 1.398747200000000079e-02 1.474403099999999946e-02 1.565647300000000061e-02 1.694197799999999990e-02 1.877784899999999924e-02 2.140655899999999862e-02 2.486427899999999955e-02 2.985981999999999872e-02 3.695741999999999777e-02 4.748128000000000071e-02 6.385417999999999650e-02 8.873739799999999511e-02 1.280004999999999893e-01 1.890552000000000066e-01 2.817766999999999911e-01 4.161231000000000235e-01 5.984496999999999733e-01 8.235962999999999479e-01 1.080105000000000093e+00 1.349135999999999891e+00 1.607968999999999982e+00 1.834119000000000055e+00 2.017682999999999893e+00 2.141437999999999953e+00
5.912486700000000031e-20 5.912486700000000031e-20 5.912486700000000031e-20 5.912486700000000031e-20 2.297628499999999993e-09 3.445713899999999915e-06 2.052680399999999897e-05 5.899836799999999993e-05 1.266363000000000059e-04 2.353700799999999967e-04 4.100907000000000207e-04 6.892583899999999526e-04 1.116964000000000021e-03 1.749040699999999905e-03 2.655567800000000010e-03 3.894247600000000191e-03 5.503360599999999880e-03 7.486723399999999952e-03 9.788154599999999636e-03 1.231804000000000059e-02 1.499443500000000040e-02 1.767559000000000144e-02 2.021863100000000080e-02 2.256450999999999943e-02 2.462730000000000127e-02 2.640906299999999998e-02 2.799839700000000126e-02 2.951391000000000084e-02 3.134353499999999876e-02 3.391925999999999969e-02 3.759774600000000133e-02 4.286269499999999927e-02 4.978717500000000296e-02 5.978895699999999674e-02 7.399722899999999770e-02 9.506894600000000140e-02 1.278648000000000007e-01 1.777205000000000035e-01 2.563796999999999882e-01 3.787098999999999882e-01 5.644076999999999567e-01 8.333559000000000383e-01 1.198102999999999918e+00 1.648295999999999983e+00 2.160843999999999987e+00 2.698179999999999801e+00 3.215116999999999781e+00 3.666192999999999813e+00 4.031740000000000101e+00 4.278236999999999846e+00
8.862405999999999743e-20 8.862405999999999743e-20 8.862405999999999743e-20 8.862405999999999743e-20 5.361132400000000014e-09 5.257181299999999755e-06 3.105753800000000270e-05 8.901635699999999941e-05 1.908172700000000048e-04 3.544127100000000032e-04 6.172339800000000050e-04 1.036994299999999952e-03 1.679959200000000034e-03 2.630054000000000159e-03 3.992338699999999595e-03 5.853462999999999722e-03 8.270865299999999309e-03 1.124971399999999920e-02 1.470540099999999989e-02 1.850334699999999985e-02 2.252094099999999918e-02 2.654400499999999899e-02 3.036013099999999854e-02 3.387935499999999989e-02 3.697407999999999945e-02 3.964747099999999663e-02 4.203277099999999655e-02 4.430963499999999999e-02 4.706117499999999676e-02 5.093184099999999853e-02 5.645968400000000303e-02 6.436838200000000176e-02 7.476869199999999771e-02 8.978739400000000648e-02 1.111193999999999932e-01 1.427630000000000010e-01 1.920320000000000082e-01 2.669493000000000005e-01 3.851374000000000186e-01 5.689638000000000195e-01 8.478927000000000547e-01 1.251697999999999977e+00 1.798958999999999975e+00 2.474098000000000130e+00 3.242215999999999987e+00 4.047132000000000396e+00 4.821442000000000228e+00 5.496222000000000385e+00 6.042171999999999876e+00 6.410396000000000427e+00
1.180810900000000001e-19 1.180810900000000001e-19 1.180810900000000001e-19 1.180810900000000001e-19 9.701096799999999735e-09 7.127722700000000142e-06 4.176650699999999981e-05 1.193802200000000006e-04 2.555734499999999781e-04 4.743603900000000189e-04 8.257757900000000425e-04 1.386801499999999960e-03 2.245963799999999965e-03 3.515396499999999796e-03 5.335102300000000089e-03 7.820739400000000299e-03 1.104892300000000042e-02 1.502578799999999999e-02 1.963809299999999883e-02 2.470618299999999962e-02 3.006698000000000010e-02 3.543282999999999849e-02 4.052308200000000193e-02 4.521592700000000298e-02 4.934293399999999802e-02 5.290846500000000174e-02 5.609061600000000286e-02 5.913120899999999708e-02 6.280941499999999345e-02 6.797973799999999789e-02 7.536367300000000602e-02 8.592364900000000472e-02 9.980883399999999905e-02 1.198551999999999951e-01 1.483240000000000114e-01 1.905633999999999939e-01 2.563555000000000139e-01 3.564238000000000128e-01 5.142736999999999448e-01 7.598171999999999704e-01 1.132231999999999905e+00 1.671151000000000053e+00 2.401018000000000097e+00 3.301003000000000132e+00 4.324222999999999928e+00 5.395991999999999678e+00 6.426946000000000048e+00 7.324205000000000076e+00 8.048978999999999218e+00 8.537914999999999921e+00
1.474959699999999894e-19 1.474959699999999894e-19 1.474959699999999894e-19 1.474959699999999894e-19 1.531752299999999874e-08 9.057340299999999737e-06 5.265369300000000125e-05 1.500899399999999903e-04 3.209048599999999815e-04 5.952132099999999553e-04 1.035716400000000030e-03 1.738679799999999975e-03 2.814977000000000191e-03 4.405067300000000026e-03 6.683857199999999714e-03 9.796076500000000520e-03 1.383752899999999945e-02 1.881495099999999990e-02 2.458623199999999953e-02 3.092654200000000131e-02 3.763253600000000115e-02 4.434207099999999679e-02 5.070748900000000142e-02 5.657422200000000040e-02 6.173387500000000055e-02 6.619204600000000438e-02 7.017189299999999907e-02 7.397863300000000197e-02 7.858823199999999398e-02 8.506293600000000565e-02 9.430971700000000124e-02 1.075284999999999991e-01 1.249075999999999936e-01 1.499921999999999922e-01 1.856108999999999953e-01 2.384700999999999904e-01 3.208355999999999986e-01 4.461439999999999850e-01 6.437886000000000442e-01 9.512699000000000016e-01 1.417424999999999935e+00 2.091711999999999794e+00 3.004281000000000201e+00 4.129011000000000209e+00 5.406863000000000419e+00 6.744760999999999562e+00 8.031629000000000573e+00 9.150143999999999167e+00 1.005216000000000065e+01 1.066080000000000005e+01
1.768686599999999950e-19 1.768686599999999950e-19 1.768686599999999950e-19 1.768686599999999950e-19 2.221040599999999875e-08 1.104602899999999995e-05 6.371908999999999711e-05 1.811455399999999983e-04 3.868114699999999993e-04 7.169709999999999495e-04 1.247055400000000088e-03 2.092628699999999828e-03 3.386998799999999844e-03 5.299066699999999651e-03 8.038603700000000740e-03 1.177947499999999932e-02 1.663668499999999828e-02 2.261719699999999861e-02 2.954981500000000011e-02 3.716442400000000146e-02 4.521762599999999688e-02 5.327172599999999841e-02 6.091334300000000174e-02 6.795424199999999804e-02 7.414688899999999361e-02 7.949820200000000392e-02 8.427664599999999673e-02 8.885189899999999807e-02 9.439763399999999416e-02 1.021814000000000056e-01 1.132978000000000041e-01 1.291828999999999894e-01 1.500650000000000039e-01 1.801985999999999866e-01 2.229802999999999924e-01 2.864832999999999963e-01 3.854720999999999842e-01 5.361097999999999697e-01 7.736821000000000392e-01 1.143321999999999949e+00 1.703473000000000015e+00 2.513383999999999840e+00 3.608747000000000149e+00 4.958122000000000362e+00 6.490136999999999823e+00 8.093436999999999770e+00 9.635488000000000497e+00 1.097404000000000046e+01 1.205170999999999992e+01 1.277903000000000056e+01
2.061992199999999904e-19 2.061992199999999904e-19 2.061992199999999904e-19 2.061992199999999904e-19 3.037975599999999970e-08 1.309379100000000028e-05 7.496273600000000496e-05 2.125470300000000120e-04 4.532933199999999801e-04 8.396338699999999957e-04 1.459793200000000096e-03 2.448649399999999927e-03 3.962029700000000397e-03 6.197395700000000313e-03 9.399342399999999903e-03 1.377093300000000083e-02 1.944639299999999932e-02 2.643253300000000111e-02 3.452884800000000087e-02 4.341982700000000112e-02 5.282223600000000158e-02 6.222178800000000010e-02 7.114066900000000360e-02 7.935599999999999599e-02 8.658199799999999335e-02 9.282695500000000266e-02 9.840483199999999764e-02 1.037509999999999960e-01 1.102376000000000050e-01 1.193352000000000024e-01 1.323278999999999983e-01 1.508868999999999905e-01 1.752809999999999924e-01 2.104743000000000031e-01 2.604319999999999968e-01 3.346026999999999751e-01 4.502650999999999737e-01 6.263214000000000281e-01 9.039542000000000410e-01 1.335973000000000077e+00 1.990374000000000088e+00 2.936164999999999914e+00 4.214415999999999940e+00 5.788337000000000288e+00 7.574043999999999777e+00 9.442021000000000441e+00 1.123853000000000080e+01 1.279588999999999999e+01 1.404765000000000086e+01 1.489263000000000048e+01
2.354876200000000009e-19 2.354876200000000009e-19 2.354876200000000009e-19 2.354876200000000009e-19 3.982556200000000140e-08 1.520063099999999958e-05 8.638458499999999854e-05 2.442943799999999885e-04 5.203503499999999468e-04 9.632017999999999570e-04 1.673929300000000101e-03 2.806741299999999852e-03 4.540070000000000217e-03 7.100053599999999604e-03 1.076607299999999927e-02 1.577045399999999972e-02 2.226665099999999842e-02 3.026094799999999932e-02 3.952332199999999962e-02 4.969276499999999985e-02 6.044637800000000200e-02 7.119227200000000089e-02 8.138944200000000628e-02 9.077947599999999784e-02 9.903918200000000338e-02 1.061783000000000032e-01 1.125565000000000038e-01 1.186760000000000037e-01 1.261082000000000036e-01 1.365242999999999873e-01 1.514001000000000097e-01 1.726403999999999994e-01 2.005556000000000005e-01 2.408192999999999862e-01 2.979661000000000115e-01 3.828287000000000218e-01 5.152145999999999670e-01 7.167786000000000435e-01 1.034604999999999997e+00 1.529223999999999917e+00 2.278131000000000128e+00 3.360056000000000154e+00 4.821288000000000018e+00 6.619653999999999705e+00 8.658587000000000700e+00 1.079050999999999938e+01 1.284074000000000026e+01 1.461569000000000074e+01 1.603995000000000104e+01 1.700159000000000020e+01
2.647338599999999783e-19 2.647338599999999783e-19 2.647338599999999783e-19 2.647338599999999783e-19 5.054782899999999882e-08 1.736654300000000148e-05 9.798466599999999750e-05 2.763876100000000106e-04 5.879826500000000277e-04 1.087674799999999902e-03 1.889464399999999907e-03 3.166903999999999900e-03 5.121118400000000161e-03 8.007039299999999318e-03 1.213879500000000083e-02 1.777803299999999864e-02 2.509745600000000063e-02 3.410245099999999890e-02 4.453324499999999908e-02 5.598322700000000346e-02 6.809005099999999866e-02 8.018316300000000174e-02 9.165967299999999707e-02 1.022247000000000017e-01 1.115185000000000065e-01 1.195521999999999974e-01 1.267315999999999998e-01 1.336267999999999900e-01 1.420094000000000078e-01 1.537487999999999910e-01 1.705143000000000075e-01 1.944434999999999913e-01 2.258889000000000036e-01 2.712336000000000191e-01 3.355826000000000087e-01 4.311609000000000136e-01 5.803205000000000169e-01 8.074816000000000216e-01 1.165634000000000059e+00 1.723073999999999995e+00 2.566739999999999799e+00 3.785057000000000116e+00 5.429363000000000383e+00 7.452073999999999643e+00 9.743760999999999228e+00 1.213892000000000060e+01 1.444214000000000020e+01 1.643345000000000056e+01 1.802862999999999971e+01 1.910591000000000150e+01
2.939379599999999861e-19 2.939379599999999861e-19 2.939379599999999861e-19 2.939379599999999861e-19 6.254655499999999795e-08 1.959152700000000091e-05 1.097629599999999964e-04 3.088266799999999940e-04 6.561900999999999975e-04 1.213052799999999893e-03 2.106397900000000177e-03 3.529137700000000138e-03 5.705176400000000307e-03 8.918355200000000274e-03 1.351750900000000047e-02 1.979367599999999963e-02 2.793881700000000121e-02 3.795704200000000333e-02 4.955861699999999925e-02 6.229121199999999858e-02 7.575324899999999473e-02 8.919447699999999424e-02 1.019512999999999947e-01 1.136916000000000038e-01 1.240197999999999995e-01 1.329487000000000030e-01 1.409301000000000026e-01 1.486034999999999995e-01 1.579411000000000009e-01 1.710085000000000077e-01 1.896705999999999948e-01 2.162961999999999940e-01 2.512808000000000264e-01 3.017172000000000187e-01 3.732813999999999854e-01 4.795995000000000119e-01 6.455828999999999596e-01 8.984303000000000150e-01 1.297042000000000028e+00 1.917524000000000006e+00 2.856205000000000105e+00 4.211167999999999800e+00 6.038642000000000287e+00 8.285598000000000241e+00 1.082957000000000036e+01 1.348722000000000065e+01 1.604271999999999920e+01 1.824915999999999983e+01 2.001369000000000042e+01 2.120559000000000083e+01
