# t 
100  1.10697e-18 1.1048e-06 1.34131e-06
316.228  2.52571e-18 3.692e-07 4.33872e-07
1000  5.51818e-18 1.2725e-07 1.43815e-07
3162.28  1.06282e-17 3.91869e-08 4.09217e-08
10000  2.04793e-17 1.23623e-08 1.19955e-08
